en	hi
Man standing in a room.##person,bed,tie,person,person	एक कमरे में खड़ा आदमी।
Man relaxing in the water.##person,person,person,cell phone,bottle,bird	आदमी पानी में आराम करता है।
man is in a pool##person,person,kite,baseball bat	आदमी एक कुंड में है
boy has brown hair##person,person,car	लड़के के भूरे बाल हैं
A brown and white staircase##person,person,person,person,person,chair,chair,potted plant,chair,couch	एक भूरे और सफेद सीढ़ी
Building is painted green.##	भवन को हरे रंग से रंगा गया है।
many people in snow##person,person,person,person,sheep,person,cow,boat,person	बर्फ में कई लोग
The silver toilet##toilet,bed,sink,bed	चाँदी का शौचालय
Yellow slide in the room##chair,refrigerator,book,book,dining table,book	कमरे में पीली स्लाइड
child shopping cart filled with fake food##person,person,person,person,person,person,carrot,person,vase,vase	बाल शॉपिंग गाड़ी से भरा हुआ भोजन
this is a kitchen##refrigerator,oven	यह एक रसोई है
a faucet on the sink##oven,refrigerator,microwave,vase,sink,fire hydrant,refrigerator,vase,tv	सिंक पर एक नल
Assorted cereals on a kitchen shelf##refrigerator,oven,bottle,chair,dining table,sink,chair,chair,bottle,bottle	एक रसोई के शेल्फ पर अनाज रखा
white microwave oven in corner##microwave,oven,sink,oven	कोने में सफेद माइक्रोवेव ओवन
wall papered wall in a kitchen##refrigerator,oven,bottle,cup,book,book,dining table,book,oven,handbag	एक रसोई घर में दीवार papered दीवार
A wall of orange dryers.##person,person,bus,person,person,boat,dining table,chair,bench,train	नारंगी ड्रायर्स की एक दीवार
White pipe on the wall##oven,chair,refrigerator,sink,refrigerator,chair,airplane,bottle,refrigerator	दीवार पर सफेद पाइप
dolphin statue near the pool##person,chair,chair,chair,chair,chair,chair,chair,chair,chair	पूल के निकट डॉल्फिन
microwave on top of counter##refrigerator,chair,chair,chair,microwave,chair,chair,chair,chair,bowl	काउंटर के ऊपर माइक्रोवेव
logo on the hat##person,laptop,motorcycle	टोपी पर लोगो
a person kneeling down##person,person,clock,backpack,dog	एक व्यक्ति ने घुटने टेक दिए
Person wearing black pants##person,person,backpack,backpack,skis	व्यक्ति ने काला पैंट पहना है
people sitting on a couch##person,person,person,bottle,bottle,cup,cup,dining table,person,person	एक सोफे पर बैठे लोग
light hanging from the ceiling##bench,couch,sports ball,sports ball	छत से लटके हुए प्रकाश
square hole in chair##person,bowl,chair,dining table,potted plant,chair,tv,chair,cake,chair	कुर्सी में चौकोर छेद
arms up in the air##person,person,person,person,person,person,person,umbrella,person,person	हवा में हथियार
orange pail hanging from wall##cup,cup,cup,sink,bottle,cup,cup,sink,dining table,cup	नारंगी की दीवार से लटकी हुई
white washer situated under a counter##oven,microwave,refrigerator,chair,cup,cup,cup,vase	एक काउंटर के नीचे स्थित सफेद वॉशर
person sitting in front of window##person,person,chair,person,person,person,cup,person,chair,person	खिड़की के सामने बैठा व्यक्ति
light of daytime sky##	दिन के आकाश का प्रकाश
Brown lounge chair next to the pool##umbrella,umbrella,umbrella,chair,chair,bench,chair,chair,chair,chair	पूल के बगल में ब्राउन लाउंज कुर्सी
A group of umbrellas at a pool##umbrella,umbrella,umbrella,umbrella,person,umbrella,bench,car,person,bench	एक पूल में छतरियों का एक समूह
Red bench near elegant chair##chair,bench,bench,bench	सुरुचिपूर्ण कुर्सी के पास लाल बेंच
green turtle pool in stack##chair,chair,person,umbrella,person,vase,chair,umbrella,person,dining table	स्टैक में हरा कछुआ पूल
many people in a room##person,person,person,keyboard,person,person,person,person,person,tv	एक कमरे में कई लोग
man with a blue and black plaid shirt##person,person,person,person,person,bicycle,handbag,person,handbag,tennis racket	एक नीले और काले प्लेड शर्ट के साथ आदमी
the word polar on the truck##truck	ट्रक पर ध्रुवीय शब्द
A black and brown area rug##vase,remote	एक काला और भूरा क्षेत्र गलीचा
black chair to the left of brown table##chair,chair,potted plant,refrigerator	भूरे रंग की मेज के बाईं ओर काली कुर्सी
