en	hi
light stand beside bed##bed,bed	बिस्तर के पास लाइट स्टैंड
date 01/05/2011##cat,tv	दिनांक 01/05/2011
this court is green##person,person,person,sports ball,person,person,sports ball	यह कोर्ट हरी है
a table filled with assorted models and tools##keyboard,train,bowl,keyboard,chair,dining table,bottle,bus	मिश्रित मॉडलों और उपकरणों से भरी एक मेज़
The cave the wave forms.##person,surfboard	गुफा रूपी तरंग ।
baseball players helmet##person,person,person,person,person,person,baseball bat,baseball glove,baseball glove	बेसबॉल खिलाड़ी का हेलमेट
Large cross outside of a church.##bus,person,person,person,bicycle,bicycle,person,person,person,bicycle	चर्च के बाहर एक बड़ा क्रॉस
fence on a baseball court##person,baseball bat,baseball bat,person,baseball bat,baseball bat,baseball bat,baseball glove,baseball bat,bench	एक बेसबॉल कोर्ट पर बाड़
large green bench press on the table##bottle,bottle,fire hydrant,oven,vase	मेज़ पर बड़ी हरी बेंच प्रेस
second car attached to train engine##train,train,train	ट्रेन इंजन से जुड़ी दूसरी कार
a white line cross walk.##horse,horse,traffic light,person,traffic light,person,traffic light,horse,traffic light,traffic light	एक सफेद लाइन क्रॉस वॉक।
expiration date in black ink##banana,banana,banana,banana,banana,banana,banana,banana,banana,banana	काली स्याही में समाप्ति की तारीख
box springs under a bed##person,person,bed,person	एक बिस्तर के नीचे बॉक्स स्प्रिंग्स
white graffiti on a stand##umbrella,cup,bottle,bottle,cup,bowl,bottle,bowl,potted plant	एक स्टैंड पर सफेद भित्तिचित्र
block behind the woman##person,cow,elephant,cup,cow	महिला के पीछे ब्लॉक
Glass safety rail on second floor.##clock,person,suitcase,suitcase,person,person,person,person,suitcase,suitcase	दूसरी मंजिल पर ग्लास सेफ्टी रेल।
White marking on the court##person,person,sports ball,sports ball,person,person,tennis racket,tennis racket,car,tennis racket	कोर्ट पर सफेद निशान
bolt on cross walk sign##traffic light,stop sign,scissors	क्रॉस वॉक साइन पर बोल्ट
a white line a cross the field##person,person,person,baseball bat,baseball glove	एक सफेद लाइन मैदान को पार करते हुए
players wearing knee-high socks##person,person,person,person,person,sports ball	खिलाड़ी घुटनों तक उच्च मोजे पहने हुए
second man skiing in snow##person,person,backpack,skis,skis,backpack,skis,skis	बर्फ में दूसरा आदमी स्कीइंग करता हुआ
a few people about to cross the road##traffic light,car,car,person,person,traffic light,person,person,car,car	सड़क पार करने जा रहे कुछ लोग
stop sign in english and farsi##stop sign	अंग्रेजी और फारसी में रुकने का सन्केत
a rounded edged wood block##bowl,bottle,pizza,dining table,bowl,bowl,bottle,bowl,bottle,pizza	एक गोल बढ़त वाला लकड़ी का ब्लॉक
Television set on wooden stand##person,tv,book,book,book,book	लकड़ी के स्टैंड पर टेलीविजन सेट
Four players standing on a tennis court##person,person,tennis racket,person,person,sports ball,bench,car,car	टेनिस कोर्ट पर खड़े चार खिलाड़ी
