en	bn
The hedges to the right	ডানদিকে হেজেস
a coffee cup on a table	একটি টেবিলের উপর একটি কফি কাপ
street light is off	স্ট্রিট লাইট বন্ধ
man standing in a black suit and blue shirt	একটি কালো স্যুট এবং নীল শার্টে দাঁড়িয়ে লোকটি
car on the road	রাস্তায় গাড়ি
Yellow and black pedestrian crossing signal	হলুদ এবং কালো পথচারী ক্রসিং সংকেত
a window on a building	একটি বিল্ডিং একটি জানালা
person in black tank top	কালো ট্যাঙ্ক শীর্ষ ব্যক্তি
boy wearing a black shirt	একটি কালো শার্ট পরা ছেলে
a small gray motorcycle	একটি ছোট ধূসর মোটরসাইকেল
window on large building	বড় বিল্ডিং এর উইন্ডো
this is a motor vehicle	এটি একটি মোটর গাড়ি
Two people talking at the bottom of the stairs.	সিঁড়ির নীচে দুটি লোক কথা বলছে।
the van is blue white and green	ভ্যানটি নীল সাদা এবং সবুজ
a door way to a business	ব্যবসায়ের একটি দরজা উপায়
wheel of the vehicle	গাড়ির চাকা
a car with four doors	চারটি দরজা সহ একটি গাড়ি
man walking on the street	মানুষ রাস্তায় হাঁটছে
the white car is parked	সাদা গাড়ী পার্ক করা হয়
the red tip of a pole	একটি খুঁটির লাল টিপ
a coca cola sign	কোকা কোলা সাইন ইন
a window on a building	একটি বিল্ডিং একটি জানালা
a red and white umbrella	একটি লাল এবং সাদা ছাতা
the head of a man	একটি মানুষের মাথা
The picture frame is gold in color.	ছবির ফ্রেমটি সোনার রঙের।
the stairs leading to entrance	প্রবেশ পথ পর্যন্ত সিঁড়ি
window on the building	বিল্ডিং উইন্ডো
this is a taxi cab	এটি একটি ট্যাক্সি ক্যাব
large tree with no leaves	কোন পাতা ছাড়া বড় গাছ
work truck is white	কাজের ট্রাক সাদা
car on the road	রাস্তায় গাড়ি
a white car parked on the side of a street	একটি সাদা গাড়ি রাস্তার পাশে দাঁড়িয়ে আছে
car on the road	রাস্তায় গাড়ি
black car parked on the street	কালো গাড়ি রাস্তায় পার্ক করা
window on red brick window	লাল ইটের উইন্ডোতে উইন্ডো
the car is red and parked in the street	গাড়ী লাল এবং রাস্তায় পার্ক করা হয়
windows on the building	বিল্ডিং এর উইন্ডোজ
window on side of building	বিল্ডিংয়ের পাশের উইন্ডো
window on the building	বিল্ডিং উইন্ডো
brown tree trunk	বাদামি গাছের কাণ্ড
townhouse is painted yellow	টাউনহাউস হলুদ রঙ করা হয়
a row of parked cars	পার্ক করা গাড়িগুলির একটি সারি
window on side of a building	একটি বিল্ডিং এর পাশের উইন্ডো
man standing wearing orange lifesaving	মানুষ কমলা জীবন বাঁচানো দাঁড়িয়ে
a pot on the stairs	সিঁড়ি উপর একটি পাত্র
