en	ml
light of daytime sky	ദ്വീപ് ബീച്ച് രംഗം
Brown lounge chair next to the pool	കുളത്തിനടുത്തുള്ള ബ്രൗൺ ലോഞ്ച് കസേര
A group of umbrellas at a pool	ഒരു കുളത്തിൽ ഒരു കൂട്ടം കുടകൾ
Red bench near elegant chair	മനോഹരമായ കസേരയ്ക്ക് സമീപം ചുവന്ന ബെഞ്ച്
green turtle pool in stack	പച്ച കടലാമ കുളം
many people in a room	ഒരു മുറിയിൽ ധാരാളം ആളുകൾ
man with a blue and black plaid shirt	നീലയും കറുപ്പും നിറമുള്ള പ്ലെയ്ഡ് ഷർട്ട് ധരിച്ച മനുഷ്യൻ
the word polar on the truck	ട്രക്കിലെ പോളാർ എന്ന പദം
A black and brown area rug	കറുപ്പും ബ്രൗൺ നിറവുമുള്ള ഒരു പരവതാനി
black chair to the left of brown table	തവിട്ട് മേശയുടെ ഇടതുവശത്ത് കറുത്ത കസേര
brown colored wooden stair	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
A yellow and black tie on a man	ഒരു മനുഷ്യന് മഞ്ഞയും കറുപ്പും നിറത്തിലുള്ള ടൈ
person walking on trail	നടപ്പാതയിലൂടെ നടക്കുന്ന വ്യക്തി
woman wearing red scarf	ചുവന്ന സ്കാർഫ് ധരിച്ച സ്ത്രീ
pigeon on ground	നിലത്ത് പ്രാവ്
back of docked houseboat	ഡോക്ക് ചെയ്ത ഹ bo സ്‌ബോട്ടിന്റെ പുറകിൽ
a yellow skirt	ഒരു മഞ്ഞ പാവാട
black tv in room	മുറിയിൽ കറുത്ത ടിവി
Television remote sitting on a red tablecloth	ടെലിവിഷൻ റിമോട്ട് ചുവന്ന മേശപ്പുറത്ത് ഇരിക്കുന്നു
mirror on the wall	ചുമരിൽ മിറർ
Picture hanging on the wall	ചുവരിൽ തൂക്കിയിട്ടിരിക്കുന്ന ചിത്രം
A large painting on a wall	ചുവരിൽ ഒരു വലിയ പെയിന്റിംഗ്
Photo taken during the day	കുഞ്ഞ് ആന
People walking on the bridge	പാലത്തിൽ നടക്കുന്ന ആളുകൾ
tower with pointed top	പോയിന്റുചെയ്‌ത ടോപ്പ് ഉള്ള ടവർ
these are old structures	ഇവ പഴയ ഘടനകളാണ്
grey steps on stairs	ചവിട്ടുപടികൾ
person walking on spiral stairs	സർപ്പിള പടികളിൽ നടക്കുന്ന വ്യക്തി
window on a residential building	ഒരു റെസിഡൻഷ്യൽ കെട്ടിടത്തിലെ വിൻഡോ
the silver butter knives	വെള്ളി വെണ്ണ കത്തികൾ
utensil to the left of plate	പ്ലേറ്റിന്റെ ഇടതുവശത്തുള്ള പാത്രം
black letters on paper	കടലാസിൽ കറുത്ത അക്ഷരങ്ങൾ
Coffee cup full of frothy coffee	കോഫി കപ്പ് നിറയെ പതഞ്ഞ കോഫി
cut banana in bowl	പാത്രത്തിൽ വാഴപ്പഴം മുറിക്കുക
Juice in glass bottle	ഗ്ലാസ് കുപ്പിയിലെ പാനീയം
A vase full of red flowers	ചുവന്ന പൂക്കൾ നിറഞ്ഞ ഒരു പൂത്തട്ടം
the rainbow looks like a half moon	മഴവില്ല് അർദ്ധചന്ദ്രനെപ്പോലെ കാണപ്പെടുന്നു
wooden slat on chair	കസേരയിൽ മരം സ്ലാറ്റ്
a brown wooden cabinet door	ഒരു തവിട്ട് മരം കാബിനറ്റ് വാതിൽ
the gun is shiny	തോക്ക് തിളങ്ങുന്നു
clear blue sky above a mountaintop.	ഒരു പർവതശിഖരത്തിന് മുകളിലുള്ള നീലാകാശം.
a window in an apartment building	ഒരു അപ്പാർട്ട്മെന്റ് കെട്ടിടത്തിലെ ഒരു ജനാല
a black street light	ഒരു ബാഗ് കോട്ടൺ മിഠായി
a black chair	ഒരു കറുത്ത കസേര
Two men sitting at a desk	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
phone with twisted cord	വളച്ചൊടിച്ച ചരടുള്ള ഫോൺ
a white car parked on the street	തെരുവിൽ പാർക്ക് ചെയ്തിരിക്കുന്ന ഒരു വെളുത്ത കാർ
white car parked near the fence	വെളുത്ത കാർ വേലിനടുത്ത് നിർത്തി
window side of building	കെട്ടിടത്തിന്റെ വിൻഡോ വശം
this is a woman	ഇത് ഒരു സ്ത്രീയാണ്
the field is green	ഒരു ജിറാഫ് പുല്ല് തിന്നുന്നു
yellow lines on the street	തെരുവിൽ മഞ്ഞ വരകൾ
black car parked on the street	കറുത്ത കാർ തെരുവിൽ പാർക്ക് ചെയ്തു
the street	തെരുവ്
this is a car	ഇതൊരു കാറാണ്
The water is green in color.	വെള്ളം പച്ച നിറത്തിലാണ്.
License plate on the car	കാറിലെ ലൈസൻസ് പ്ലേറ്റ്
Black car on a road.	കറുത്ത നിറമുള്ള കാർ റോഡിൽ
window on the building	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
pane on the window	കുഞ്ഞ് ആന
tall outdoor lamp post	ചുവപ്പ് വെള്ള, നീല തലം എഞ്ചിൻ
tire of the car	കാറിന്റെ ടയർ
The brown delivery truck	ചുവപ്പ് വെള്ള, നീല തലം എഞ്ചിൻ
car tire made of black rubber and silver metal	കറുത്ത റബ്ബറും സിൽവർ മെറ്റലും ഉപയോഗിച്ച് നിർമ്മിച്ച കാർ ടയർ
The parked white car.	പാർക്ക് ചെയ്തിരിക്കുന്നു വെളുത്ത കാർ.
a brightly lit rear brake light	തിളക്കമുള്ള റിയർ ബ്രേക്ക് ലൈറ്റ്
window in a large office building	ഒരു വലിയ ഓഫീസ് കെട്ടിടത്തിലെ വിൻഡോ
window in front of building	കെട്ടിടത്തിന് മുന്നിലെ ജാലകം
blue house with light brown roof	ഇളം ബ്രൗൺ നിറമുള്ള മേൽക്കൂരയുള്ള നീല വീട്
the older woman walking on the sidewalk	നടപ്പാതയിലൂടെ നടക്കുന്ന പ്രായമായ സ്ത്രീ
a large black trashcan	ഒരു വലിയ കറുത്ത ചവറ്റുകുട്ട
Street signs says Ames	തെരുവ് അടയാളങ്ങൾ അമേസ് പറയുന്നു
woman standing on sidewalk	നടപ്പാതയിൽ നിൽക്കുന്ന സ്ത്രീ
square window on building	കെട്ടിടത്തിലെ ചതുര വിൻഡോ
book on brown wooden bookshelf	തവിട്ടുനിറത്തിലുള്ള തടി പുസ്തക ഷെൽഫിൽ പുസ്തകം
Paper cup on top of desk.	ഡെസ്‌ക്കിന് മുകളിൽ പേപ്പർ കപ്പ്.
clock on the wall	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
Vase on the table	മേശപ്പുറത്ത് വാസ്
a glossy blue coffee mug	തിളങ്ങുന്ന നീല കോഫി മഗ്
Silver faucet on kitchen sink	അടുക്കള സിങ്കിൽ വെള്ളി ഫൗസ്‌റ്റ്
window on the building	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
The woman in jeans and a black shirt.	ജീൻസും കറുത്ത ഷർട്ടും ധരിച്ച സ്ത്രീ.
A blue and white parking sign.	നീലയും വെള്ളയും നിറത്തിൽ ഉള്ള പാർക്കിംഗ് ചിഹ്നം.
the plant on the toilet	ടോയ്‌ലറ്റിലെ പ്ലാന്റ്
white book with black writing	കറുത്ത എഴുത്ത് ഉള്ള വെളുത്ത പുസ്തകം
a tan car parked	ഒരു ടാൻ കാർ പാർക്ക് ചെയ്തിരിക്കുന്നു
window on the building	ഒരു കെട്ടിടത്തിലെ വലിയ വിൻഡോ
woman has black hair	സ്ത്രീക്ക് കറുത്ത മുടിയുണ്ട്
man walking on sidewalk	ദ്വീപ് ബീച്ച് രംഗം
Banners on the post	പോളിലെ ബാനറുകൾ
reflection on store window	സ്റ്റോർ വിൻഡോയിലെ പ്രതിഫലനം
the bench is long	നീളമുള്ള ബെഞ്ച് .
wood plank on porch	പോർച്ചിൽ വുഡൻ പ്ലാൻക്
crisp brown leaf fallen off of a tree	മരത്തിൽ നിന്ന് വീണുപോയ തവിട്ടുനിറത്തിലുള്ള ഇല
a stone in a leaf filled field	ഇല നിറച്ച വയലിൽ ഒരു കല്ല്
silver SUV parked on road	സിൽവർ എസ്‌യുവി റോഡിൽ നിർത്തിയിരിക്കുന്നു
paint on a mailbox	ഒരു മെയിൽ‌ബോക്സിൽ പെയിന്റ്
window in front of white building	വെളുത്ത കെട്ടിടത്തിന് മുന്നിലെ വിൻഡോ
clock on the wall	വർണ്ണാഭമായ സ്കാർഫ് ധരിച്ച ഒരു സ്ത്രീ
The silver car	വെള്ളി കാർ
a women standing	നിൽക്കുന്ന സ്ത്രീകൾ
window in front of brick building	ഇഷ്ടിക കെട്ടിടത്തിന് മുന്നിലെ വിൻഡോ
Do Not Enter street sign	തെരുവ് ചിഹ്നം നൽകരുത്
the red headed woman wlaking on the sidewalk	ചുവന്ന തലയുള്ള സ്ത്രീ നടപ്പാതയിൽ അടിക്കുന്നു
