en	ml
a professional tennis court	ഒരു പ്രൊഫഷണൽ ടെന്നീസ് കോർട്ട്
cross on a building	ഒരു കെട്ടിടത്തിന്റെ മുകളിലുള്ള കുരിശ്
Sis car models on top of each other	സിസ് കാർ മോഡലുകൾ പരസ്പരം മുകളിൽ
Street sign on a pole in english and chinese	ഇംഗ്ലീഷിലും ചൈനീസിലും ഒരു ധ്രുവത്തിൽ തെരുവ് ചിഹ്നം
cross nailed to a wall	ചുവരിൽ ആണി അടിച്ചുറപ്പിച്ച കുരിശ്
man in the middle of tennis court	ടെന്നീസ് കോർട്ടിന് നടുവിലുള്ള മനുഷ്യൻ
train moving fast blurring image	തീവണ്ടി വേഗത്തിൽ നീങ്ങുമ്പോൾ മങ്ങുന്ന ചിത്രം
a stamp in the wood	വുഡിൽ ഒരു സ്റ്റാമ്പ്
black band on players wrist	കളിക്കാരന്റെ കൈത്തണ്ടയിൽ കറുത്ത ബാൻഡ്
the hand is going to press a button	കൈ ഒരു ബട്ടൺ അമർത്താൻ പോകുന്നു
a fast moving train	വേഗത്തിൽ നീങ്ങുന്ന ട്രെയിൻ
block of cheese on plate	പ്ലേറ്റിൽ ചീസ് ബ്ലോക്ക്
the tv stand is blacjk incolor	ടിവി സ്റ്റാൻഡ് ബ്ലാക്ക് കളർ ആണ്
black cap on players head	കളിക്കാരുടെ തലയിൽ കറുത്ത തൊപ്പി
cross on tower steeple	ടവർ സ്റ്റീപ്പിൾ കുരിശ്
this is the cross	ഇത് ഒരു കുരിശ് ആണ്
The tennis court is two different colors.	രണ്ട് വ്യത്യസ്ത നിറങ്ങളാണ് ടെന്നീസ് കോർട്ടിന്.
red bags behind players feet	കളിക്കാരുടെ പാദങ്ങൾക്ക് പിന്നിൽ ചുവന്ന ബാഗുകൾ
yellow time date stamp	മഞ്ഞ സമയ തീയതി സ്റ്റാമ്പ്
Silhouette of tennis player on court.	കോർട്ടിൽ ടെന്നീസ് കളിക്കാരൻ സിലൗറ്റ്.
computer monitor on the stand	സ്റ്റാൻഡിലെ കമ്പ്യൂട്ടർ മോണിറ്റർ
a woman on the opposite team trying to block the frisbee	എതിർ ടീമിലെ ഒരു സ്ത്രീ ഫ്രിസ്‌ബിയെ തടയാൻ ശ്രമിക്കുന്നു
The line on the tennis court is white.	ടെന്നീസ് കോർട്ടിലെ ലൈൻ വെളുത്തതാണ്.
cone of plane appears dark, shiny and fast	വിമാനത്തിന്റെ കോൺ ഇരുണ്ടതും തിളക്കമുള്ളതും വേഗതയുള്ളതുമായി കാണുന്നു
blue cross on front of car	കാറിന് മുന്നിൽ നീല കുരിശ്
a metal cross beam	ഒരു മെറ്റൽ ക്രോസ്സ് ബീം
a young girl with a fair complexion	നല്ല നിറമുള്ള ഒരു പെൺകുട്ടി
the line that shows foul or fair	മോശം അല്ലെങ്കിൽ ന്യായമായത് കാണിക്കുന്ന വരി
White striped pedestrian cross-walk painted on street.	തെരുവിൽ വരച്ച വെളുത്ത വരയുള്ള നടപ്പാത
A stand mixer	ഒരു സ്റ്റാൻഡ് മിക്സർ
the balcony on the second floor	രണ്ടാം നിലയിലെ ബാൽക്കണി
leg of the second person	രണ്ടാമത്തെ വ്യക്തിയുടെ കാല്
person doing a hand stand	ഹാൻഡ് സ്റ്റാൻഡ് ചെയ്യുന്ന വ്യക്തി
A train is going very fast	ട്രെയിൻ വളരെ വേഗത്തിൽ പോകുന്നു
child forces straws into a a can	കുട്ടി സ്ട്രോ കാനിലേക്ക് തള്ളി വെക്കുന്നു
blue box on tennis court	ടെന്നീസ് കോർട്ടിലെ നീല ബോക്സ്
a red tennis shoe on players foot	കളിക്കാരുടെ കാലിൽ ചുവന്ന ടെന്നീസ് ഷൂ
an apple cider press	ഒരു ആപ്പിൾ ജ്യൂസ്‌ എടുക്കുന്ന യന്ത്രം
black Samsung tv on the tv stand	ടിവി സ്റ്റാൻഡിലെ കറുത്ത സാംസങ് ടിവി
the models are red and black	മോഡലുകൾ ചുവപ്പും കറുപ്പും ആണ്
chainlink fencing forms a field exit	ചെയിൻലിങ്ക് ഫെൻസിംഗ് ഒരു ഫീൽഡ് എക്സിറ്റ് ഉണ്ടാക്കുന്നു
Red tie with Peanuts characters	പീനട്ട് പ്രതീകങ്ങളുള്ള ചുവന്ന ടൈ
white springs under bed	കട്ടിലിനടിയിലെ വെള്ള സ്രോതസ്സ്
a metal stand under the seat of a bench	ഒരു ബെഞ്ചിന്റെ സീറ്റിനടിയിൽ മെറ്റൽ സ്റ്റാൻഡ് ഉണ്ട്
this wall forms a stall	ഈ മതിൽ ഒരു സ്റ്റാളായി മാറുന്നു
green grass behind players	കളിക്കാർക്ക് പിന്നിൽ പച്ച പുല്ല്
Grate over a concrete block	ഒരു കോൺക്രീറ്റ് ബ്ലോക്കിന് മുകളിൽ ഗ്രേറ്റ്
the Asian characters are red	ഏഷ്യൻ പ്രതീകങ്ങൾ ചുവപ്പാണ്
an english muffin sandwich	ഒരു ഇംഗ്ലീഷ് മഫിൻ സാൻഡ്‌വിച്ച്
players in dirt circle	അഴുക്ക് സർക്കിളിലെ കളിക്കാർ
the wall is cement block	മതിൽ സിമന്റ് ബ്ലോക്കാണ്
a layer of fine sweet chocolate	മനോഹരമായ മധുരമുള്ള ചോക്ലേറ്റ് പാളി
rapid in fast water	വേഗത്തിലുള്ള വെള്ളം ദ്രുതഗതിയിൽ
date when taken in yellow	മഞ്ഞനിറത്തിൽ എടുത്ത തീയതി
block of snow on a hill	ഒരു കുന്നിലെ മഞ്ഞിന്റെ ബ്ലോക്ക്
The time stamp display window on the meter on the left.	ഇടതുവശത്തുള്ള മീറ്ററിലെ ടൈം സ്റ്റാമ്പ് ഡിസ്പ്ലേ വിൻഡോ.
blue net around tennis court	ടെന്നീസ് കോർട്ടിന് ചുറ്റും നീല വല
fast train moving along track	വേഗത്തിലുള്ള ട്രെയിൻ ട്രാക്കിലൂടെ നീങ്ങുന്നു
box springs under a bed	ഒരു കട്ടിലിനടിയിൽ സ്പ്രിങ്ങുകൾ
Large tv on black stand.	കറുത്ത സ്റ്റാൻഡിൽ വലിയ ടിവി.
date stamp in the corner	മൂലയിലെ തീയതി സ്റ്റാമ്പ്
fading on the court	കോർട്ടിലെ മങ്ങൽ
concrete or cinder block walls	കോൺക്രീറ്റ് അല്ലെങ്കിൽ സിൻഡർ ബ്ലോക്ക് മതിലുകൾ
person in black with a camera at the side of the court	കളിസ്ഥലത്തിന്റെ ഒരു വശത്ത് ക്യാമറയുള്ള കറുത്ത വ്യക്തി
Some traffic is moving very fast	ചില ട്രാഫിക് വളരെ വേഗത്തിൽ നീങ്ങുന്നു
Two men on a tennis court playing tennis	ടെന്നീസ് കോർട്ടിൽ രണ്ടുപേർ ടെന്നീസ് കളിക്കുന്നു
poles that block entrance by large vehicles	വലിയ വാഹനങ്ങളുടെ പ്രവേശനം തടയുന്ന പോളുകൾ
The stand in the background with products the color white.	ഉൽപ്പന്നങ്ങളുടെ വർണ്ണത്തിന്റെ പശ്ചാത്തലത്തിലുള്ള സ്റ്റാൻഡ്
unfinished wood block under freezer	ഫ്രീസറിനു കീഴിലുള്ള പൂർത്തിയാകാത്ത മരം ബ്ലോക്ക്
a date stamp for 2010/02/07	2010/02/07 ലെ തീയതി സ്റ്റാമ്പ്
the banana hanging from the stand	വാഴപ്പഴം സ്റ്റാൻഡിൽ തൂക്കിയിരിക്കുന്നു
People on the court playing tennis.	കോർട്ടിൽ ആളുകൾ ടെന്നീസ് കളിക്കുന്നു.
three baseball players standing in a row	മൂന്ന് ബേസ്ബോൾ കളിക്കാർ വരിയിൽ നിൽക്കുന്നു
the date stamp in the corner of the pic	ചിത്രത്തിന്റെ കോണിലുള്ള തീയതി സ്റ്റാമ്പ്
the fence covered in netting at the end of the court	കോർട്ടിന്റെ അവസാനം വലയിൽ പൊതിഞ്ഞ വേലി
a very fast baseball	വളരെ വേഗതയുള്ള ബേസ്ബോൾ
big hairy fair laps	വലിയ രോമമുള്ള ഫെയർ ലാപ്‌സ്
Knives in a wooden block on the countertop.	കൗണ്ടർ‌ടോപ്പിലെ ഒരു വുഡൻ ബ്ലോക്കിലെ കത്തികൾ.
an off white set of box springs	വെളുത്ത നിറത്തിലുള്ള ബോക്സ്
a knife block on the shelf	അലമാരയിലെ ഒരു കത്തി ബ്ലോക്ക്
a business man waiting to cross the street	തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന ഒരു ബിസ്സിനസ്സുകാരൻ
blue plastic hot dog stand	നീല പ്ലാസ്റ്റിക് ഹോട്ട് ഡോഗ് സ്റ്റാൻഡ്
large green and purple tennis court	വലിയ പച്ചയും, പർപ്പിളും ഉള്ള ടെന്നീസ് കോർട്ട്
ink stamp print	മഷി സ്റ്റാമ്പ് പ്രിന്റ്
chain-linked fence behind players	കളിക്കാർക്ക് പിന്നിൽ ചങ്ങല വേലി
A clock with cartoon characters on	കാർട്ടൂൺ പ്രതീകങ്ങളുള്ള ഒരു ക്ലോക്ക്
