image_idx	en	hi	obj_tags
2387464	Two baseball players at the plate	प्लेट में दो बेसबॉल खिलाड़ी	person,person,sports ball,baseball glove,baseball glove
2361566	photo date on right	फोटो की तारीख दाहिने ओर	motorcycle,car,car,car,car,car,car,person,person,car,bus,person,motorcycle,truck
285872	a fine meal on a plate	एक थाली में बढ़िया भोजन	broccoli,person,spoon,knife,spoon,dining table,sandwich,broccoli,fork
2315901	a glass block window	एक ग्लास ब्लॉक की खिड़्की	person,book,book,tie,book,book,suitcase
2345168	time and date stamp on the picture	तस्वीर पर समय और तारीख की मुहर	person,person,bed,person,dog
1886	sing is written in chinese and latin characters	गाना चीनी और लैटिन अक्षरों में लिखा गया है	person,car,potted plant
2412544	fine, pale sand	महीन, फीका रेत	person,sports ball,person,person,kite
2327391	cone of plane appears dark, shiny and fast	विमान का शंकु गहरे चमकदार और तेज दिखाई देता है	airplane,person,person
2386199	round light gray large cement block	गोल हल्के धूसर रंग का बड़ा सीमेंट ब्लॉक	frisbee,person,person,person,person,person,person,person,person,person,person,car
2330355	Large tv on black stand.	काले स्टैंड पर बड़ी टी.वी.	tv,potted plant,dining table,couch,book,oven
2403138	soccer players connect chin and forehead	फुटबॉल खिलाड़ी ठोड़ी और माथा जोड़ते हुए	person,person,sports ball,person
2384429	a round wooden block	एक गोल लकड़ी का ब्लॉक	vase,couch,potted plant,cake
2412983	a juice press	एक जूस प्रेस	person,knife,person,orange,cup,person,cup,chair,orange,orange,cup,orange,orange,person,orange,orange,orange,orange,cup,orange,orange,orange,cup,orange,chair,orange,orange,orange,cup,orange,umbrella,orange,orange,dining table,orange,orange,orange,orange,orange,orange,person,orange
1965	Railing on second floor of building	भवन की दूसरी मंजिल पर रेलिंग	person,person,person,person,person,person,person
2359087	white paper with pictures on stand on the table	मेज पर स्टैंड में चित्रों के साथ सफेद कागज	chair,chair,dining table,potted plant,bottle,oven,chair,bottle,potted plant,dining table,cup,chair,vase,bottle,chair,bottle,book,oven,bottle,chair,chair
2318616	items for sale in stand	स्टैंड में बिक्री के लिए वस्तु	person,umbrella,person,umbrella,umbrella,umbrella,person,book,umbrella,chair,person,person,umbrella,person
2342056	ridged metal pole stand to a large clock	एक बड़ी घड़ी के लिए धातु का बना रिज पोल स्टैडं	clock
2371728	Silver metal monitor stand	सिल्वर मेटल मॉनिटर स्टैंड	person,person,person,chair,chair,person,tv,kite,person,dining table,person,chair
2319678	Landscape shrub models on display	प्रदर्शन पर लैंडस्केप झाड़ी मॉडल	truck,truck
897	these are baseball players	ये बेसबॉल खिलाड़ी हैं	person,person,baseball glove,tennis racket,kite
2393786	Cinder block base for fence	बाड़ के लिए सिंडर ब्लॉक बेस	giraffe,giraffe,giraffe,giraffe
4008	A net in between the players	खिलाड़ियों के बीच एक जाल	person,person,person,person,person,person,person,person,person,person,person,person,person,person,tennis racket,sports ball,tennis racket,tennis racket
2395618	the blue 28 on the back of the players shirt	खिलाड़ियों की पीठ पर नीले रंग की 28	person,person,baseball glove
2364139	the second level of the bus	बस का दूसरा स्तर	bus,person,person
2372762	characters on the billboard	बिलबोर्ड पर अक्षर	person,person,person,umbrella,person,person,umbrella,person,umbrella,person,umbrella,person,person,person,person,umbrella,umbrella,traffic light,car,person,person,traffic light,handbag,kite,person,umbrella,umbrella,handbag,backpack,person,person,person,person,car,person,person,bus,handbag,backpack,person
2321047	The bolt underneath the springs.	स्प्रिंग्स के नीचे बोल्ट।	bicycle,bicycle,person,bottle
2402319	The net on a tennis court	एक टेनिस कोर्ट पर नेट	person,person,tennis racket,tennis racket,sports ball,person,person,sports ball
2368869	older dude on bicycle in a country where spanish/english are the official languages	वृध व्यक्ति साइकिल पर एक देश में जहां स्पेनिश / अंग्रेजी आधिकारिक भाषाएं हैं	person,stop sign,bicycle,car,traffic light,car,car,car,person,car,traffic light,person,stop sign,traffic light,person,car,car,traffic light,parking meter
2416262	Several models hanging in the air in the exhibit	प्रदर्शनी में हवा में लटके कई मॉडल	kite,kite,kite,kite,kite,kite,kite,kite,kite,kite
2376266	black utensils in a wooden block	लकड़ी के ब्लॉक में काले बर्तन	person,oven,cup,microwave,spoon,knife,bowl,dining table,cup,cup,cup,knife,spoon,knife,knife,sink,bottle,knife,spoon,car,knife,knife,oven,bowl
