en	bn
A table full of fine china.##cake,vase,vase,vase,vase,vase,vase,vase,vase,cake	একটি সূক্ষ্ম চীন পূর্ণ টেবিল।
The items on the top shelf have painted characters on them##person,vase,vase,vase,vase,vase,donut,truck	উপরের শেল্ফের আইটেমগুলিতে অক্ষরগুলি আঁকিয়েছে
date palms on the grassy field##car	ঘাসের মাঠে খেজুর
ground where bike stand##motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,car,motorcycle,bicycle	সাইকেল যেখানে দাঁড়িয়ে আছে
the players are wearing cleats on their shoes##person,person,person,person,person,baseball glove,baseball glove,person,chair,person	প্লেয়াররা তাদের জুতোতে ক্লিট পরে আছে
green shrubbery that forms a circle around the pedestal##clock,clock,car,car,car,car	পাদদেশের চারপাশে একটি বৃত্ত তৈরি করে এমন সবুজ ঝোপঝাড়
crosswalk for pedestrians to cross##person,person,person,person,umbrella,umbrella,person,backpack,car,person	পথচারীদের পারাপারের জন্য ক্রসওয়াক
one side is in english##stop sign,traffic light	এক দিক ইংরেজিতে
The water bottle on the stand##bottle,person,suitcase,suitcase,oven,person,chair	স্ট্যান্ডে জলের বোতল
pair of hands typing fast on keyboard##tv,keyboard,person,book,chair	হাত জোড় কীবোর্ডে টাইপ করা
second level of building##clock,chair,chair,chair,chair,tv,chair,chair,bench	বিল্ডিং দ্বিতীয় স্তর
second man looking over first's shoulder##person,tie,person	দ্বিতীয় ব্যক্তি প্রথম কাঁধের উপর তাকিয়ে
The birds are flying fast##bird,bird,bird,bird,bird	পাখিরা দ্রুত উড়ছে
time stamp in corner of image##person,person,skis,snowboard,backpack,skis	চিত্র কোণে সময় স্ট্যাম্প
light stand beside bed##bed,bed	বিছানার পাশে হালকা স্ট্যান্ড
date 01/05/2011##cat,tv	তারিখ ০১/০৫/২০১১
this court is green##person,person,person,sports ball,person,person,sports ball	এই কোর্ট সবুজ
a table filled with assorted models and tools##keyboard,train,bowl,keyboard,chair,dining table,bottle,bus	বিভিন্ন মডেল এবং সরঞ্জাম দিয়ে ভরা একটি টেবিল
The cave the wave forms.##person,surfboard	গুহাটি তরঙ্গ গঠন করে।
baseball players helmet##person,person,person,person,person,person,baseball bat,baseball glove,baseball glove	বেসবল খেলোয়াড় হেলমেট
Large cross outside of a church.##bus,person,person,person,bicycle,bicycle,person,person,person,bicycle	একটি গির্জার বাইরে বড় ক্রস।
fence on a baseball court##person,baseball bat,baseball bat,person,baseball bat,baseball bat,baseball bat,baseball glove,baseball bat,bench	বেসবল কোর্টে বেড়া
large green bench press on the table##bottle,bottle,fire hydrant,oven,vase	টেবিলের উপর বড় সবুজ বেঞ্চ প্রেস
second car attached to train engine##train,train,train	ট্রেন ইঞ্জিনের সাথে সংযুক্ত দ্বিতীয় গাড়ি
a white line cross walk.##horse,horse,traffic light,person,traffic light,person,traffic light,horse,traffic light,traffic light	একটি সাদা লাইন ক্রস ওয়াক।
expiration date in black ink##banana,banana,banana,banana,banana,banana,banana,banana,banana,banana	কালো কালি শেষ হওয়ার তারিখ
box springs under a bed##person,person,bed,person	একটি বিছানার নীচে বক্স স্প্রিংস
white graffiti on a stand##umbrella,cup,bottle,bottle,cup,bowl,bottle,bowl,potted plant	স্ট্যান্ডে সাদা গ্রাফিটি
block behind the woman##person,cow,elephant,cup,cow	মহিলার পিছনে ব্লক
Glass safety rail on second floor.##clock,person,suitcase,suitcase,person,person,person,person,suitcase,suitcase	দ্বিতীয় তলায় গ্লাস সুরক্ষা রেল।
White marking on the court##person,person,sports ball,sports ball,person,person,tennis racket,tennis racket,car,tennis racket	কোর্টে সাদা চিহ্ন
bolt on cross walk sign##traffic light,stop sign,scissors	ক্রস ওয়াক সাইন উপর বল্টু
a white line a cross the field##person,person,person,baseball bat,baseball glove	একটি সাদা লাইন একটি ক্ষেত্র পেরিয়ে
players wearing knee-high socks##person,person,person,person,person,sports ball	খেলোয়াড়রা হাঁটু-উচ্চ মোজা পরা
second man skiing in snow##person,person,backpack,skis,skis,backpack,skis,skis	তুষার দ্বিতীয় স্কিইং
a few people about to cross the road##traffic light,car,car,person,person,traffic light,person,person,car,car	কিছু লোক রাস্তা পার হতে চলেছে
stop sign in english and farsi##stop sign	ইংরেজি এবং ফারসি সাইন ইন করুন
a rounded edged wood block##bowl,bottle,pizza,dining table,bowl,bowl,bottle,bowl,bottle,pizza	একটি বৃত্তাকার ধারযুক্ত কাঠের ব্লক
Television set on wooden stand##person,tv,book,book,book,book	কাঠের স্ট্যান্ডে টেলিভিশন সেট
