en	bn
Flat-screen television on the dresser##tv,bed,bottle,bottle	ড্রেসারে ফ্ল্যাট স্ক্রিন টেলিভিশন
lights suspended from ceiling##person,person,chair,bench,train,book	সিলিং থেকে বাতি স্থগিত
The man has gray hair.##person,person,person,person,person,person,person,person,person,person	লোকটির ধূসর চুল আছে।
man wearing white shirt##person,person,person,person,person,person,person,person,person,person	সাদা শার্ট পরা মানুষ
People sitting in a bus.##person,person,person,person,person,person,person,oven,person,person	লোকজন বাসে বসে।
Man and woman in a candy store##person,person,book,bottle,bottle,book,book,bottle,refrigerator,bottle	একটি ক্যান্ডির দোকানে পুরুষ এবং মহিলা
chair desk combo in the room##chair,chair,chair,chair,chair,chair,chair,chair,chair,chair	ঘরে চেয়ার ডেস্ক কম্বো
The man is wearing glasses.##person,laptop,backpack	লোকটি চশমা পরেছে।
A man with no shirt in the snow##person,person,person	বরফের শার্ট নেই এমন লোক
grey dividers for cubicles##chair,tv,chair,refrigerator,refrigerator,toaster,keyboard,sink,chair,dining table	ঘনক্ষেত্রের জন্য ধূসর বিভাজক
windown pane on door##chair,chair,chair,chair,chair,potted plant,dining table,potted plant,chair,potted plant	দরজা বায়ু সমতল
Truck has white cargo holder##car,truck,car,car,person,car,stop sign,car,stop sign	ট্রাকে সাদা কার্গো ধারক রয়েছে
the chair has no arms##couch,chair,potted plant,dining table,potted plant,chair,chair,person,dining table,person	চেয়ারের কোন বাহু নেই
man has head turned##person,person,person,apple,apple,dining table,apple,bottle,bottle,apple	মানুষ মাথা ঘুরে গেছে
child walking into plane##person,person,person,person,handbag	শিশু প্লেনে চলা
purple tissue paper around bouquet##person,vase,potted plant,potted plant,person,potted plant,dining table,potted plant,knife,potted plant	তোড়া প্রায় রক্তবর্ণ টিস্যু পেপার
pool table in a large room##wine glass,vase,potted plant,chair,chair,cup,bench,book,dining table,wine glass	একটি বড় ঘরে পুল টেবিল
paddle on a table##vase,potted plant,chair	একটি টেবিল উপর প্যাডেল
Man standing in a room.##person,bed,tie,person,person	একটা ঘরে দাঁড়িয়ে মানুষ।
Man relaxing in the water.##person,person,person,cell phone,bottle,bird	মানুষ পানিতে ঝিমঝিম করছে।
man is in a pool##person,person,kite,baseball bat	মানুষ একটি পুল হয়
boy has brown hair##person,person,car	ছেলেটির চুল বাদামি
A brown and white staircase##person,person,person,person,person,chair,chair,potted plant,chair,couch	একটি বাদামী এবং সাদা সিঁড়ি
Building is painted green.##	বিল্ডিং সবুজ রঙ করা হয়।
many people in snow##person,person,person,person,sheep,person,cow,boat,person	তুষার অনেক মানুষ
The silver toilet##toilet,bed,sink,bed	রৌপ্য টয়লেট
Yellow slide in the room##chair,refrigerator,book,book,dining table,book	ঘরে হলুদ স্লাইড
child shopping cart filled with fake food##person,person,person,person,person,person,carrot,person,vase,vase	শিশু শপিং কার্ট জাল খাবার দিয়ে ভরা
this is a kitchen##refrigerator,oven	এটি একটি রান্নাঘর
a faucet on the sink##oven,refrigerator,microwave,vase,sink,fire hydrant,refrigerator,vase,tv	ডুবে একটি কল
Assorted cereals on a kitchen shelf##refrigerator,oven,bottle,chair,dining table,sink,chair,chair,bottle,bottle	রান্নাঘরের শেল্ফে বিভিন্ন ধরণের সিরিয়াল
white microwave oven in corner##microwave,oven,sink,oven	কোণে সাদা মাইক্রোওয়েভ ওভেন
wall papered wall in a kitchen##refrigerator,oven,bottle,cup,book,book,dining table,book,oven,handbag	একটি রান্নাঘর মধ্যে ওয়াল পেপার লাগানো প্রাচীর 
A wall of orange dryers.##person,person,bus,person,person,boat,dining table,chair,bench,train	কমলা ড্রায়ারের একটি প্রাচীর
White pipe on the wall##oven,chair,refrigerator,sink,refrigerator,chair,airplane,bottle,refrigerator	দেয়ালে সাদা পাইপ
dolphin statue near the pool##person,chair,chair,chair,chair,chair,chair,chair,chair,chair	পুলের কাছে ডলফিন স্ট্যাচু
microwave on top of counter##refrigerator,chair,chair,chair,microwave,chair,chair,chair,chair,bowl	কাউন্টার উপরে মাইক্রোওয়েভ
logo on the hat##person,laptop,motorcycle	টুপি লোগো
a person kneeling down##person,person,clock,backpack,dog	একজন ব্যক্তি হাঁটু গেড়ে বসে
Person wearing black pants##person,person,backpack,backpack,skis	কালো প্যান্ট পরা ব্যক্তি
people sitting on a couch##person,person,person,bottle,bottle,cup,cup,dining table,person,person	একটি পালঙ্ক উপর বসে মানুষ
light hanging from the ceiling##bench,couch,sports ball,sports ball	সিলিং থেকে হালকা ঝুলন্ত
square hole in chair##person,bowl,chair,dining table,potted plant,chair,tv,chair,cake,chair	চেয়ারে বর্গাকার গর্ত
arms up in the air##person,person,person,person,person,person,person,umbrella,person,person	বাতাসে অস্ত্র আপ
orange pail hanging from wall##cup,cup,cup,sink,bottle,cup,cup,sink,dining table,cup	দেয়াল থেকে কমলা কমলা ঝুলছে
white washer situated under a counter##oven,microwave,refrigerator,chair,cup,cup,cup,vase	সাদা ধোয়া একটি কাউন্টার অধীনে অবস্থিত
person sitting in front of window##person,person,chair,person,person,person,cup,person,chair,person	উইন্ডো সামনে বসে ব্যক্তি
light of daytime sky##	দিনের আকাশের আলো
Brown lounge chair next to the pool##umbrella,umbrella,umbrella,chair,chair,bench,chair,chair,chair,chair	পুলের পাশে ব্রাউন লাউঞ্জ চেয়ার
A group of umbrellas at a pool##umbrella,umbrella,umbrella,umbrella,person,umbrella,bench,car,person,bench	একটি পুলে একদল ছাতা
Red bench near elegant chair##chair,bench,bench,bench	মার্জিত চেয়ারের কাছে রেড বেঞ্চ
green turtle pool in stack##chair,chair,person,umbrella,person,vase,chair,umbrella,person,dining table	স্ট্যাকের মধ্যে সবুজ কচ্ছপ পুল
many people in a room##person,person,person,keyboard,person,person,person,person,person,tv	এক ঘরে অনেক লোক
