en	ml
black chinese characters n white sign##motorcycle,car,car,car,car,car,car,person,person,car	കറുത്ത ചൈനീസ് പ്രതീകങ്ങളും വെളുത്ത അടയാളവും
an english taxi cab is on the bridge##broccoli,person,spoon,knife,spoon,dining table,sandwich,broccoli,fork	ഒരു ഇംഗ്ലീഷ് ടാക്സി ക്യാബ് പാലത്തിൽ ഉണ്ട്
Landscape shrub models on display##person,book,book,tie,book,book,suitcase	ലാൻഡ്‌സ്‌കേപ്പ് കുറ്റിച്ചെടി മോഡലുകൾ പ്രദർശിപ്പിച്ചിരിക്കുന്നു
Cartoon characters on top of the building.##person,person,bed,person,dog	കെട്ടിടത്തിന്റെ മുകളിലുള്ള കാർട്ടൂൺ പ്രതീകങ്ങൾ.
date stamp on photo is 8/23/08##person,car,potted plant	ഫോട്ടോയിലെ സ്റ്റാമ്പിലെ തീയതി 8/23/08
date in the corner##person,sports ball,person,person,kite	മൂലയിൽ തീയതി
second wooden vertical slat from left##airplane,person,person	ഇടത് വശത്ത് നിന്ന് രണ്ടാമത്തെ വുഡൻ വെർട്ടിക്കൽ സ്ലാറ്റ്
colorful bus parked next to a stand and umbrella##frisbee,person,person,person,person,person,person,person,person,person	വർണ്ണാഭമായ ബസ് ഒരു സ്റ്റാൻഡിനും കുടയ്ക്കും സമീപം നിർത്തി ഇട്ടിരിക്കുന്നു
The cat is looking at the second cat.##tv,potted plant,dining table,couch,book,oven	പൂച്ച രണ്ടാമത്തെ പൂച്ചയെ നോക്കുന്നു.
There is some fine sand here##person,person,sports ball,person	കുറച്ച് നല്ല മണൽ ഇവിടെയുണ്ട്
Net across the tennis court##vase,couch,potted plant,cake	ടെന്നീസ് കോർട്ടിന് കുറുകെ ഉള്ള വല
there are english and Chinese characters##person,knife,person,orange,cup,person,cup,chair,orange,orange	ഇംഗ്ലീഷ്, ചൈനീസ് പ്രതീകങ്ങൾ ഉണ്ട്
sign laying on the second set of red apples##person,person,person,person,person,person,person	ചുവന്ന ആപ്പിളിന്റെ രണ്ടാമത്തെ സെറ്റിൽ ഇടുക
this is a press conference##chair,chair,dining table,potted plant,bottle,oven,chair,bottle,potted plant,dining table	ഇതൊരു പത്രസമ്മേളനമാണ്
woman wearing dress about to cross street##person,umbrella,person,umbrella,umbrella,umbrella,person,book,umbrella,chair	തെരുവ് മുറിച്ചുകടക്കാൻ പോകുന്ന വസ്ത്രം ധരിച്ച സ്ത്രീ
A paper towel roll on a stand##clock	ഒരു സ്റ്റാൻഡിൽ ഒരു പേപ്പർ ടവൽ റോൾ
The bolt underneath the springs.##person,person,person,chair,chair,person,tv,kite,person,dining table	സ്പ്രിങ്ങുകൾക്ക് താഴെയുള്ള ബോൾട്ട്.
two red metal springs##truck,truck	രണ്ട് ചുവന്ന ലോഹ സ്പ്രിങ്ങുകൾ
A time stamp on a video.##person,person,baseball glove,tennis racket,kite	ഒരു വീഡിയോയിൽ ഒരു ടൈം സ്റ്റാമ്പ്.
fast looking yellow motorcycle##giraffe,giraffe,giraffe,giraffe	വേഗത്തിൽ കാണപ്പെടുന്ന മഞ്ഞ മോട്ടോർസൈക്കിൾ
cross walk lines on street##person,person,person,person,person,person,person,person,person,person	തെരുവിലെ ക്രോസ്സ് വാക്ക് ലൈനുകൾ
A display of different phone models##person,person,baseball glove	വ്യത്യസ്ത ഫോൺ മോഡലുകളുടെ പ്രദർശനം
large crack in tennis court##bus,person,person	ടെന്നീസ് കോർട്ടിൽ വലിയ വിള്ളൽ
this is a concrete yellow block##person,person,person,umbrella,person,person,umbrella,person,umbrella,person	ഇതൊരു കോൺക്രീറ്റ് മഞ്ഞ ബ്ലോക്കാണ്
Picture stamped date 8/10/2013.##bicycle,bicycle,person,bottle	ചിത്രം സ്റ്റാമ്പ് ചെയ്ത തീയതി 8/10/2013.
flower on ice block##person,person,tennis racket,tennis racket,sports ball,person,person,sports ball	ഐസ് ബ്ലോക്കിലെ പുഷ്പം
some watery plant forms##person,stop sign,bicycle,car,traffic light,car,car,car,person,car	ചില ജലസസ്യങ്ങൾ
a man photographs two baseball players##kite,kite,kite,kite,kite,kite,kite,kite,kite,kite	ഒരാൾ രണ്ട് ബേസ്ബോൾ കളിക്കാരുടെ ഫോട്ടോ എടുക്കുന്നു
the date on the photo##person,oven,cup,microwave,spoon,knife,bowl,dining table,cup,cup	ഫോട്ടോയുടെ ഉള്ളിലെ തീയതി
Two toasted English muffins on a plate.##book,bird,bird,bird,bird,book	ഒരു പ്ലേറ്റിൽ രണ്ട് ടോസ്റ്റ്ട് ഇംഗ്ലീഷ് മഫിനുകൾ.
sticker is blue+white and i think written in English+kanji##person,person,umbrella,person,person,umbrella,umbrella,umbrella,umbrella,umbrella	സ്റ്റിക്കർ നീലയും വെള്ളയുമാണ്, ഇംഗ്ലീഷുംകാഞ്ചിയിലും എഴുതിയതാണെന്ന് ഞാൻ കരുതുന്നു
this license plate has non-english characters##person,person,teddy bear,teddy bear,person,person,sports ball,teddy bear	ഈ ലൈസൻസ് പ്ലേറ്റിൽ ഇംഗ്ലീഷ് അല്ലാത്ത പ്രതീകങ്ങളുണ്ട്
white block on the street##cow,person,person,person,person,person	തെരുവിലെ വൈറ്റ് ബ്ലോക്ക്
many glorious forms of opportunistic weeds##person,person,person,tennis racket,person,bottle,tennis racket,person,chair,chair	അവസരവാദ കളകളുടെ മഹത്തായ പല രൂപങ്ങൾ
Signs on signpost naming streets and block numbers##person,person,person,chair,chair,person,tennis racket,chair,chair,chair	സൈൻ‌പോസ്റ്റിൽ തെരുവ് നാമവും ബ്ലോക്ക് നമ്പറുകളിലും ഉള്ള അടയാളങ്ങൾ
Brown plastic fast food table##person,person,person,person,clock,person,person,handbag,bicycle,bicycle	തവിട്ട് പ്ലാസ്റ്റിക് ഫാസ്റ്റ് ഫുഡ് ടേബിൾ
A backwards baseball hat on the players head.##truck,bus	കളിക്കാരന്റെ തലയിൽ പിന്നിലേ ക്ക്ഒരു ബേസ്ബോൾ തൊപ്പി.
a metal orange juice press##person,person,person,person,person,person,person,backpack,person,person	ഒരു മെറ്റൽ ഓറഞ്ച് ജ്യൂസ് പ്രസ്സ്
the trains are toy models##person,tennis racket,cell phone,person,person,person,person,person,chair,person	ട്രെയിനുകൾ കളിപ്പാട്ട മോഡലുകളാണ്
the net between the two players##zebra,zebra,zebra,zebra	രണ്ട് കളിക്കാർ ക്ക് ഇടയിലുളള വല
two guys in the background are observing the movements of the players##person,person,tennis racket,bench,bench,tennis racket,bench,bench,bench	പശ്ചാത്തലത്തിലുള്ള രണ്ട് ആളുകൾ കളിക്കാരുടെ ചലനങ്ങൾ നിരീക്ഷിക്കുന്നു
yellow cross on a tie##person,skateboard,person,person,person,car,car,umbrella,cell phone,cell phone	ടൈയിലെ മഞ്ഞ ക്രോസ്
blue tennis court area##person,person,person,person,person,person,person,person,baseball bat,stop sign	നീല ടെന്നീസ് കോർട്ട് ഏരിയ
A tennis court has snow on the surface##person,tennis racket,person,sports ball,person	ഒരു ടെന്നീസ് കോർട്ടിന്റെ ഉപരിതലത്തിൽ മഞ്ഞ് ഉണ്ട്
The military plane has a cross on the tail.##cake,vase,vase,vase,vase,vase,vase,vase,vase,cake	സൈനിക വിമാനത്തിന് വാലിൽ ഒരു കുരിശുണ്ട്.
cement block facade on a building##person,vase,vase,vase,vase,vase,donut,truck	ഒരു കെട്ടിടത്തിന്റെ സിമൻറ് ബ്ലോക്ക് മുൻഭാഗം
crosswalk for pedestrians to cross##car	കാൽ‌നടയാത്രക്കാർ‌ക്ക് മുറിച്ചുകടക്കാൻ‌ ക്രോസ്സ് വാക്ക്
The time stamp is red.##motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,car,motorcycle,bicycle	ടൈം സ്റ്റാമ്പ് ചുവപ്പാണ്.
an umbrella standing in a tennis court##person,person,person,person,person,baseball glove,baseball glove,person,chair,person	ഒരു ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്ന കുട
The traffic light has a red cross.##clock,clock,car,car,car,car	ട്രാഫിക് ലൈറ്റിന് ചുവന്ന ക്രോസ് ഉണ്ട്.
proprietor of the mobile lemonade stand##person,person,person,person,umbrella,umbrella,person,backpack,car,person	മൊബൈൽ നാരങ്ങാവെള്ളം വിൽക്കുന്ന ഉടമസ്ഥൻ
a clock on a glass stand##stop sign,traffic light	ഒരു ഗ്ലാസ് സ്റ്റാൻഡിൽ ഒരു ഘടികാരം
medium brown wood fine grained table##bottle,person,suitcase,suitcase,oven,person,chair	ഇടത്തരം തവിട്ട് നിറത്തിലുള്ള സുന്ദരമായ തടി മേശ
Shades of the second biker##tv,keyboard,person,book,chair	രണ്ടാമത്തെ ബൈക്കറിന്റെ ഷേഡുകൾ
baseball players sitting in dugout##clock,chair,chair,chair,chair,tv,chair,chair,bench	ഡഗഔട്ടിൽ ഇരിക്കുന്ന ബേസ്ബോൾ കളിക്കാർ
Long forks and springs##person,tie,person	നീളമുള്ള ഫോർക്കുകളും സ്പ്രിങ്ങുകളും
